name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
west bengal,2014-10-11,86,78.8,82.6,104.7,78.8,91.8,78.5,87.6,0.012,100,4.17,rain,,,,9.2,79.7,1006.5,89.4,2.1,99.3,8.8,3,,2014-10-11T05:31:14,2014-10-11T17:15:07,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"41946099999,VECC,42809099999"
west bengal,2014-10-12,86,78.8,81.5,99.4,78.8,88.7,78,89.4,0.039,100,4.17,rain,,,,9.2,72.2,1007.7,87,1.9,228.3,19.8,8,,2014-10-12T05:31:37,2014-10-12T17:14:13,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41946099999,VECC,42809099999"
west bengal,2014-10-13,91.4,80.5,83.7,107.7,87.1,93.5,78.1,84.2,0.008,100,4.17,rain,,,,10.3,114.5,1009.3,59.4,2.2,186.3,16.1,7,,2014-10-13T05:32:00,2014-10-13T17:13:21,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41946099999,VECC,42809099999"
west bengal,2014-10-14,84.2,78.8,80.3,98.3,78.8,84.9,77.6,91.6,0.149,100,8.33,rain,,,,11.4,129.4,1011.5,67.1,1.9,140.9,12.3,5,,2014-10-14T05:32:23,2014-10-14T17:12:28,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"41946099999,VECC,42809099999"
west bengal,2014-10-15,91.4,77,83.4,105.1,77,91.6,77.3,82.9,0,0,0,,,,,9.2,190.8,1011.9,44.9,1.7,222,19.2,8,,2014-10-15T05:32:47,2014-10-15T17:11:37,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-16,91.4,78.8,84.1,102.7,78.8,92.7,76.7,79.5,0,0,0,,,,,9.2,346.9,1011.5,36.5,1.9,118.7,10.3,4,,2014-10-16T05:33:11,2014-10-16T17:10:46,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-17,89.6,77,82.5,98.2,77,87.2,74.6,78.4,0,0,0,,,,,6.9,350.4,1011.9,41.1,1.8,203.9,17.6,7,,2014-10-17T05:33:36,2014-10-17T17:09:56,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-18,89.6,75.3,80.9,93.5,75.3,82.9,70.6,73.1,0,0,0,,,,,9.2,329.3,1011.2,36.2,1.9,218.3,19,8,,2014-10-18T05:34:01,2014-10-18T17:09:07,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-10-19,89.6,73.4,81,93.5,73.4,82.7,69.2,69.6,0,0,0,,,,,9.2,334.1,1010.7,16.7,1.7,233.4,20.3,8,,2014-10-19T05:34:26,2014-10-19T17:08:18,0.85,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-10-20,89.6,71.6,79.3,89.5,71.6,79.7,65.3,65.6,0,0,0,,,,,10.3,355.6,1011.8,2.3,1.7,244.8,21.4,9,,2014-10-20T05:34:52,2014-10-20T17:07:31,0.88,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-10-21,89.6,69.8,79.5,89.5,69.8,79.9,64.1,62.4,0,0,0,,,,,6.9,343.5,1013,0,1.8,244,21.3,9,,2014-10-21T05:35:19,2014-10-21T17:06:44,0.91,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-10-22,89.6,71.6,80.4,92.3,71.6,81.8,68.2,68.5,0,0,0,,,,,8.1,327.8,1013.2,13.1,1.7,238,20.8,8,,2014-10-22T05:35:46,2014-10-22T17:05:58,0.95,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-10-23,87.8,73.4,80.9,91.5,73.4,82.8,69.9,71,0,0,0,,,,,6.9,345.7,1011.9,10.6,1.6,242.6,21.1,9,,2014-10-23T05:36:13,2014-10-23T17:05:12,0.98,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-10-24,89.6,73.4,80.4,91.4,73.4,81.5,68.5,70,0,0,0,,,,,9.2,358.7,1011.3,10.9,1.5,230.7,20.2,8,,2014-10-24T05:36:41,2014-10-24T17:04:28,0,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-10-25,89.6,73.4,80.5,89.5,73.4,81,66.5,65.2,0,0,0,,,,,6.9,359.3,1011.3,25.8,1.8,198.4,17.4,8,,2014-10-25T05:37:09,2014-10-25T17:03:45,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-26,84.2,75.2,78.6,89.6,75.2,80.6,71.5,79.1,0,0,0,,,,,9.2,334.4,1013.3,59.8,1.8,153.5,13.3,6,,2014-10-26T05:37:38,2014-10-26T17:03:02,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-27,80.6,73.4,76.5,83.9,73.4,76.9,69.6,79.7,0.004,100,4.17,rain,,,,8,338.6,1013.1,89.5,1.5,153.8,13.1,6,,2014-10-27T05:38:08,2014-10-27T17:02:21,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"41946099999,VECC,42809099999"
west bengal,2014-10-28,84.2,73.4,77.5,88.4,73.4,78.5,70.3,79.3,0,0,0,,,,,9.2,105.3,1011.5,67,1.4,164,14.2,7,,2014-10-28T05:38:38,2014-10-28T17:01:41,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-29,87.8,71.6,78.2,91.9,71.6,79.5,69.1,75.3,0,0,0,,,,,9.2,8.6,1011.7,25,1.6,224.1,19.4,8,,2014-10-29T05:39:08,2014-10-29T17:01:01,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-30,87.8,69.8,78.3,89.4,69.8,79.4,68.2,72.9,0,0,0,,,,,9.2,11.4,1011.2,24.2,1.5,225.9,19.7,8,,2014-10-30T05:39:39,2014-10-30T17:00:23,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-10-31,87.8,71.6,78.6,89.4,71.6,79.7,69.3,75,0,0,0,,,,,9.2,342.1,1010.9,26.8,1.4,209.6,18,8,,2014-10-31T05:40:11,2014-10-31T16:59:46,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-11-01,87.8,71.6,79,90.3,71.6,80.1,68.8,73.1,0,0,0,,,,,9.2,344.1,1010.5,24.9,1.8,207.2,17.7,8,,2014-11-01T05:40:43,2014-11-01T16:59:10,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-11-02,89.6,71.6,79.5,92.3,71.6,80.7,68.4,71.1,0,0,0,,,,,10.3,341.1,1011.2,27.1,1.8,205.5,17.8,7,,2014-11-02T05:41:15,2014-11-02T16:58:35,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-11-03,87.8,71.6,79.8,92.7,71.6,81.6,69.5,72.4,0,0,0,,,,,10.3,342.1,1010.9,18.8,1.6,208.2,18.1,8,,2014-11-03T05:41:48,2014-11-03T16:58:01,0.37,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-04,87.8,71.6,79.7,91.4,71.6,81.2,69,71.5,0,0,0,,,,,8.1,0.3,1010,8,1.4,197.6,17.1,7,,2014-11-04T05:42:21,2014-11-04T16:57:28,0.41,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-05,87.8,71.6,78.6,90.3,71.6,79.5,67.2,69.5,0,0,0,,,,,8.1,351.6,1009.4,0.1,1.4,202.2,17.5,7,,2014-11-05T05:42:55,2014-11-05T16:56:57,0.44,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-06,87.8,69.8,78.2,91.4,69.8,79.2,67.1,70.7,0,0,0,,,,,11.4,345.6,1008.6,12.5,1.8,209.2,18.3,8,,2014-11-06T05:43:30,2014-11-06T16:56:26,0.48,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-07,87.8,69.8,78.9,89.4,69.8,79.6,65.8,66.2,0,0,0,,,,,9.2,349.8,1010,3.4,2,214.7,18.6,8,,2014-11-07T05:44:05,2014-11-07T16:55:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-08,89.6,73.4,81.1,93.5,73.4,83.4,67.9,65.2,0,0,0,,,,,8.1,357.6,1011.1,44.2,2.1,212.7,18.3,8,,2014-11-08T05:44:40,2014-11-08T16:55:29,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-11-09,89.6,75.2,81.7,93.5,75.2,83.8,69.3,67.1,0,0,0,,,,,10.2,355.9,1012.4,41.4,2,205.4,17.6,7,,2014-11-09T05:45:16,2014-11-09T16:55:03,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-11-10,87.8,73.4,80.7,89.3,73.4,81.5,66.7,64.4,0,0,0,,,,,9.2,359.2,1012,34.6,1.9,209.3,17.9,8,,2014-11-10T05:45:52,2014-11-10T16:54:37,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-11-11,87.8,69.8,79.3,89.3,69.8,80.1,67,68.3,0,0,0,,,,,5.8,328.1,1011.8,10.3,1.6,156.5,13.4,6,,2014-11-11T05:46:29,2014-11-11T16:54:13,0.64,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-12,89.6,71.6,80.1,94.9,71.6,81.2,66.9,67,0,0,0,,,,,8.1,288.4,1012.3,15.2,1.4,186.4,15.9,7,,2014-11-12T05:47:06,2014-11-12T16:53:51,0.67,Clear,Clear conditions throughout the day.,clear-day,"VECC,42809099999"
west bengal,2014-11-13,87.8,69.8,77.4,86.6,69.8,77.3,62,61.9,0,0,0,,,,,9.2,335.1,1013.4,0,1.6,196.4,17.1,7,,2014-11-13T05:47:43,2014-11-13T16:53:29,0.7,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-14,86,66.2,74.8,84.2,66.2,74.3,57.7,59.1,0,0,0,,,,,9.2,324.5,1013.2,5.7,1.6,191.6,16.5,7,,2014-11-14T05:48:21,2014-11-14T16:53:09,0.75,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-15,84.2,64.4,72.1,82,64.4,71.7,55.9,61.1,0,0,0,,,,,7.9,339.6,1012.2,0,1.4,183.5,15.9,7,,2014-11-15T05:49:00,2014-11-15T16:52:51,0.77,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-16,84.2,62.6,72.4,83.1,62.6,72.3,60.1,68.6,0,0,0,,,,,8.1,327.4,1012,0,1.1,166.6,14.4,6,,2014-11-16T05:49:38,2014-11-16T16:52:34,0.8,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-17,84.2,64.4,73.2,83.9,64.4,73.3,62.1,70.5,0,0,0,,,,,6.9,341.4,1012.9,3.3,1.3,184.8,16.1,7,,2014-11-17T05:50:17,2014-11-17T16:52:18,0.83,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-18,84.2,66.2,73.8,83.9,66.2,73.8,60.7,65.8,0,0,0,,,,,8.1,343.4,1014.1,8.5,1.4,175.7,15.2,7,,2014-11-18T05:50:56,2014-11-18T16:52:03,0.86,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-19,84.2,62.6,71.6,82.8,62.6,71.4,57.6,64.6,0,0,0,,,,,5.8,340.4,1013.8,6.8,1.4,190.1,16.6,7,,2014-11-19T05:51:36,2014-11-19T16:51:50,0.9,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-20,84.2,62.6,71.5,82.8,62.6,71.4,58.6,67.1,0,0,0,,,,,9.2,344.5,1012.9,5.7,1.4,188.8,16.4,7,,2014-11-20T05:52:15,2014-11-20T16:51:38,0.93,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-21,84.2,62.6,72.1,83.5,62.6,72,60.5,70.3,0,0,0,,,,,5.8,335.1,1011.9,0,1.3,156,13.6,7,,2014-11-21T05:52:55,2014-11-21T16:51:28,0.96,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-22,84.2,62.6,71,82.5,62.6,70.7,57.8,67.8,0,0,0,,,,,5.8,354.7,1011.8,0,1.5,183.9,16,7,,2014-11-22T05:53:36,2014-11-22T16:51:19,0,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-23,84.2,60.8,71,82.2,60.8,70.6,56.3,65,0,0,0,,,,,4.7,340.3,1012.3,0,1.3,174.9,15.2,7,,2014-11-23T05:54:16,2014-11-23T16:51:12,0.03,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-24,84.2,60.8,70.6,81.5,60.8,70.2,55.9,65.5,0,0,0,,,,,6.9,348.9,1013.1,0,1.2,182.6,15.7,7,,2014-11-24T05:54:56,2014-11-24T16:51:06,0.06,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-25,82.4,59,69.2,81.2,59,69,54.7,63.8,0,0,0,,,,,8.1,344.6,1012.3,0,1.4,181.1,15.5,7,,2014-11-25T05:55:37,2014-11-25T16:51:01,0.1,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-26,80.6,57.2,67.9,79.7,57.2,67.8,52.7,63.1,0,0,0,,,,,5.8,296.8,1010.2,0,1.5,190.4,16.4,7,,2014-11-26T05:56:18,2014-11-26T16:50:58,0.13,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-27,80.6,57.2,67.9,79.7,57.2,67.8,54.1,66.2,0,0,0,,,,,6.9,350.5,1011,1.8,1.3,181.6,15.7,7,,2014-11-27T05:56:59,2014-11-27T16:50:56,0.17,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-28,84.2,59,69.4,82.2,59,69.1,56.5,68.6,0,0,0,,,,,4.7,329.4,1011.7,0,1.1,179.4,15.5,7,,2014-11-28T05:57:39,2014-11-28T16:50:56,0.21,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-29,84.2,59,70.3,82.2,59,69.9,56.6,67.1,0,0,0,,,,,8.1,305.2,1011.5,0,1.1,183.1,15.7,7,,2014-11-29T05:58:20,2014-11-29T16:50:57,0.25,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-11-30,86,60.8,71.4,83.9,60.8,71.1,57.4,66.2,0,0,0,,,,,6.9,328.5,1011.1,0,1.2,181.6,15.6,7,,2014-11-30T05:59:01,2014-11-30T16:50:59,0.28,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-01,84.2,60.8,71,83.5,60.8,70.8,59.2,69.7,0,0,0,,,,,8.1,326.9,1010.6,0,1.2,178.7,15.5,7,,2014-12-01T05:59:41,2014-12-01T16:51:03,0.31,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-02,84.2,62.6,71.2,83.1,62.6,71,59.8,71.7,0,0,0,,,,,8,306,1011.5,0,1.1,165.5,14.2,6,,2014-12-02T06:00:22,2014-12-02T16:51:08,0.35,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-03,82.4,59,69.7,83.4,59,69.8,60.1,73.6,0,0,0,,,,,6.9,293.6,1011.3,0,1.5,191.9,16.6,7,,2014-12-03T06:01:02,2014-12-03T16:51:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-04,80.6,59,69.4,81.8,59,69.6,61.6,77.8,0.039,100,4.17,rain,,,,5.8,336.7,1012.6,1.1,1.1,170.8,14.8,7,,2014-12-04T06:01:42,2014-12-04T16:51:23,0.42,Rain,Clear conditions throughout the day with morning rain.,rain,"41946099999,VECC,42809099999"
west bengal,2014-12-05,82.4,62.6,71.6,84.6,62.6,71.9,64.2,78.8,0,0,0,,,,,6.9,353.4,1013.5,0,1.2,155.3,13.5,6,,2014-12-05T06:02:22,2014-12-05T16:51:32,0.46,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-06,82.4,64.4,71.8,83.4,64.4,71.9,64.9,80.5,0,0,0,,,,,6.8,346.4,1013.1,0,1.1,163.4,14.2,6,,2014-12-06T06:03:02,2014-12-06T16:51:43,0.5,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-07,77,62.6,68.1,77,62.6,68.1,62.6,84,0,0,0,,,,,7.2,344.2,1013,0,1,166.6,14.4,6,,2014-12-07T06:03:41,2014-12-07T16:51:55,0.52,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-12-08,78.8,53.6,66.3,78.8,53.6,66.3,59.8,81.2,0,0,0,,,,,6.9,335.6,1013.1,0,1.1,178.8,15.4,7,,2014-12-08T06:04:20,2014-12-08T16:52:09,0.56,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-09,82.4,59,68.8,81,59,68.6,57.2,71.3,0,0,0,,,,,5.8,315.4,1014.6,6,1,164.5,14.2,6,,2014-12-09T06:04:59,2014-12-09T16:52:24,0.59,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-12-10,82.4,57.1,68.8,81.7,57.1,68.6,56.8,70.6,0,0,0,,,,,5.8,293.9,1013.7,26.4,1,171.3,14.8,7,,2014-12-10T06:05:37,2014-12-10T16:52:40,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-12-11,77,59,65.6,77,59,65.6,57.8,78.3,0,0,0,,,,,11.4,348.5,1014.9,14.1,1.2,159.7,13.7,6,,2014-12-11T06:06:15,2014-12-11T16:52:57,0.65,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-12-12,69.8,57.2,62.7,69.8,57.2,62.7,56,79.9,0,0,0,,,,,11.3,355.8,1015.6,44.9,1.2,158.6,13.5,6,,2014-12-12T06:06:52,2014-12-12T16:53:16,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-12-13,75.2,57.2,65.5,75.2,57.2,65.5,56.8,75.1,0,0,0,,,,,6.9,342.6,1015.6,51.8,1.2,169.3,14.5,7,,2014-12-13T06:07:29,2014-12-13T16:53:36,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-12-14,78.8,62.5,69.3,78.8,62.5,69.3,61.1,76.4,0,0,0,,,,,8.1,342,1015.2,59.8,1.2,133.9,11.5,6,,2014-12-14T06:08:05,2014-12-14T16:53:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-12-15,80.6,64.4,70.4,81.8,64.4,70.5,63.8,81.2,0,0,0,,,,,6.8,344.5,1014.3,54.8,1,160.6,13.9,6,,2014-12-15T06:08:40,2014-12-15T16:54:19,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-12-16,78.8,60.8,69.4,78.8,60.8,69.4,60,74,0,0,0,,,,,13.7,346.9,1015.3,17.6,1.5,175.4,15.3,7,,2014-12-16T06:09:15,2014-12-16T16:54:42,0.81,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-17,75.2,58.8,65.6,75.2,58.8,65.6,54.2,69.3,0,0,0,,,,,10.3,328.8,1015.8,6.8,1.4,177.3,15.4,7,,2014-12-17T06:09:49,2014-12-17T16:55:07,0.85,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-18,75.2,53.6,64.1,75.2,53.6,64.1,54.2,72.7,0,0,0,,,,,12.8,348.1,1017.6,1.1,1.5,188,16.2,7,,2014-12-18T06:10:23,2014-12-18T16:55:32,0.88,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-19,77,57.2,66,77,57.2,66,55.3,70.7,0,0,0,,,,,12.8,350.7,1017.7,6,1.5,177.9,15.5,7,,2014-12-19T06:10:55,2014-12-19T16:55:59,0.91,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-20,77,57.2,65.9,77,57.2,65.9,55.7,72.1,0,0,0,,,,,10.3,356.5,1015.2,6.3,1.4,155.3,13.4,6,,2014-12-20T06:11:27,2014-12-20T16:56:27,0.94,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-12-21,77,57.2,65.4,77,57.2,65.4,53.1,67.1,0,0,0,,,,,9.1,346.1,1014.2,24.1,1.3,165.7,14.3,6,,2014-12-21T06:11:58,2014-12-21T16:56:56,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"41946099999,VECC,42809099999"
west bengal,2014-12-22,75.2,55.3,64.7,75.2,55.3,64.7,53.4,69.4,0,0,0,,,,,8.1,340.2,1013.8,13.7,1.3,169.8,14.5,6,,2014-12-22T06:12:28,2014-12-22T16:57:26,0,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-23,75.2,55.3,63.8,75.2,55.3,63.8,53.9,73.5,0,0,0,,,,,8.1,356.9,1014.5,5.3,1.3,171.5,14.7,7,,2014-12-23T06:12:58,2014-12-23T16:57:56,0.04,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-24,77,53.5,63.8,77,53.5,63.8,52.6,70.6,0,0,0,,,,,10.2,347,1015.3,7.3,1.2,175.1,15.2,7,,2014-12-24T06:13:26,2014-12-24T16:58:28,0.08,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
west bengal,2014-12-25,75.2,55.4,63.7,75.2,55.4,63.7,49.9,65.3,0,0,0,,,,,11.4,336.1,1015,0,1.4,185.9,15.9,7,,2014-12-25T06:13:53,2014-12-25T16:59:00,0.11,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999,remote"
west bengal,2014-12-26,71.6,51.8,61.2,71.6,51.8,61.2,52.3,74.7,0,0,0,,,,,8.1,333.2,1013.6,2.3,1.4,186.1,16,7,,2014-12-26T06:14:20,2014-12-26T16:59:34,0.15,Clear,Clear conditions throughout the day.,clear-day,"41946099999,VECC,42809099999"
